,index,alignment,equation,solutions,question,Type,Clean,pred
368,1213,"[10, 52]",['X=(28.0+27.0)'],[55.0]," Jane has 28 old, brown sheets of drawing paper and 27 old, yellow sheets of drawing paper. How many pieces of drawing paper does she  have?",Addition,jane has old brown sheets of drawing paper and old yellow sheets of drawing paper how many pieces of drawing paper does she have,Addition
369,1214,"[11, 65]",['X=(356.0-112.0)'],[244.0], Mikey had 356 leaves. Some of her leaves blew away. Now she has 112 leaves left. How many of her leaves blew away?,Subtraction,mikey had leaves some of her leaves blew away now she has leaves left how many of her leaves blew away,Subtraction
370,1215,"[12, 39]",['X=(210.0-58.0)'],[152.0], Marcus has 210 baseball cards. He has 58 more than Carter. How many baseball cards does Carter have?,Subtraction,marcus has baseball cards he has more than carter how many baseball cards does carter have,Subtraction
371,1216,"[11, 22]",['X=(23.0-6.0)'],[17.0], Gavin has 23 shirts. 6 are blue the rest are green. How many green shirts does Gavin have?,Subtraction,gavin has shirts are blue the rest are green how many green shirts does gavin have,Subtraction
372,1217,"[11, 35]",['X=(31.0+22.0)'],[53.0], Ethan has 31 presents. Alissa has 22 more than Ethan. How many presents does Alissa have?,Addition,ethan has presents alissa has more than ethan how many presents does alissa have,Subtraction
373,1218,"[38, 62]",['X=(39.0+22.0)'],[61.0], On the first day of the week Pat had 39 stickers. Pat earned 22 more during the week. How many stickers did Pat have at the end of the  week?,Addition,on the first day of the week pat had stickers pat earned more during the week how many stickers did pat have at the end of the week,Addition
374,1219,"[75, 11]",['X=(105.0-56.0)'],[49.0], Kelly had 56 apples. How many more apples does Kelly need to pick to have 105 apples altogether?,Subtraction,kelly had apples how many more apples does kelly need to pick to have apples altogether,Subtraction
375,1220,"[71, 35]",['X=(54.0-16.0)'],[38.0], Todd has some gum. Steve gave him 16 more pieces of gum. Now Todd has 54 pieces of gum. How many pieces did Todd have to start  with?,Subtraction,todd has some gum steve gave him more pieces of gum now todd has pieces of gum how many pieces did todd have to start with,Subtraction
376,1221,"[10, 31]",['X=(142.0-31.0)'],[111.0], Josh had 142 pencils. He gave 31 pencils to Dorothy. How many pencils does Josh have left?,Subtraction,josh had pencils he gave pencils to dorothy how many pencils does josh have left,Subtraction
377,1222,"[39, 97]",['X=(304.0-276.0)'],[28.0], Nell collects baseball cards. She had 304 cards. She gave some of her cards to Jeff and now has 276 cards left. How many cards did Nell give  to Jeff?,Subtraction,nell collects baseball cards she had cards she gave some of her cards to jeff and now has cards left how many cards did nell give to jeff,Subtraction
378,1223,"[33, 61]",['X=(13.0+38.0)'],[51.0]," Sarah had some trucks. She gave 13 to Jeff, and now she has 38 trucks left. How many trucks did Sarah have to start with?",Addition,sarah had some trucks she gave to jeff and now she has trucks left how many trucks did sarah have to start with,Addition
379,1224,"[63, 11]",['X=(117.0-40.0)'],[77.0], There are 40 boys and some girls on the playground. There are 117 children altogether. How many girls are on the playground?,Subtraction,there are boys and some girls on the playground there are children altogether how many girls are on the playground,Subtraction
380,1225,"[11, 39]",['X=(49.0+39.0)'],[88.0], Megan had 49 markers. Robert gave her 39 more markers. How many markers does Megan have altogether?,Addition,megan had markers robert gave her more markers how many markers does megan have altogether,Addition
381,1226,"[20, 44]",['X=(8.0*4.0)'],[32.0], Each CD rack holds 8 CDs. A shelf can hold 4 racks. How many total CDs can fit on the shelf?,Multiplication,each cd rack holds cds a shelf can hold racks how many total cds can fit on the shelf,Multiplication
382,1227,"[61, 36]",['X=(187.0-134.0)'],[53.0], Carla has some marbles. She bought 134 marbles. Now she has 187 marbles. How many did she start with?,Subtraction,carla has some marbles she bought marbles now she has marbles how many did she start with,Subtraction
383,1228,"[11, 88]",['X=(50.0-35.0)'],[15.0], Kelly has 50 Nintendo games. How many does she need to give away so that she will have 35 games left?,Subtraction,kelly has nintendo games how many does she need to give away so that she will have games left,Subtraction
384,1229,"[35, 59]",['X=(73.0+70.0)'],[143.0], Connie had some marbles. She gave 73 to Juan. Now she has 70 marbles left. How many did she have to start with?,Addition,connie had some marbles she gave to juan now she has marbles left how many did she have to start with,Addition
385,1230,"[12, 31]",['X=(41.0+64.0)'],[105.0], Connie has 41 red markers and 64 blue markers. How many markers does she have altogether?,Addition,connie has red markers and blue markers how many markers does she have altogether,Addition
386,1231,"[11, 21]",['X=(58.0-19.0)'],[39.0], Iesha has 58 books. 19 are about school and the rest are about sports. How many books about sports does Iesha have?,Subtraction,iesha has books are about school and the rest are about sports how many books about sports does iesha have,Subtraction
387,1232,"[11, 33]",['X=(232.0-101.0)'],[131.0], James has 232 balloons. Amy has 101 balloons. How many more balloons does James have than Amy?,Subtraction,james has balloons amy has balloons how many more balloons does james have than amy,Subtraction
388,1233,"[10, 30]",['X=(45.0-32.0)'],[13.0], Sean has 45 whistles. He has 32 more whistles that Charles. How many whistles does Charles have?,Subtraction,sean has whistles he has more whistles that charles how many whistles does charles have,Subtraction
389,1234,"[12, 33]",['X=(39.0+25.0)'],[64.0], Connie has 39 marbles. Juan has 25 more marbles than Connie. How many marbles does Juan have?,Addition,connie has marbles juan has more marbles than connie how many marbles does juan have,Addition
390,1235,"[9, 33]",['X=(50.0+12.0)'],[62.0]," Joe had 50 toy cars. If he gets 12 more cars, how many cars will he have then?",Addition,joe had toy cars if he gets more cars how many cars will he have then,Addition
391,1236,"[75, 11]",['X=(86.0-64.0)'],[22.0], There are 64 pigs in the barn. Some more come to join them. Now there are 86 pigs. How many pigs came to join  them?,Subtraction,there are pigs in the barn some more come to join them now there are pigs how many pigs came to join them,Subtraction
392,1237,"[70, 10]",['X=(90.0-67.0)'],[23.0]," Rosa had 67 flowers. Andre gave her some more flowers. Now, Rosa has 90 flowers. How many flowers did Andre give to  Rosa?",Subtraction,rosa had flowers andre gave her some more flowers now rosa has flowers how many flowers did andre give to rosa,Subtraction
393,1238,"[78, 26]",['X=(65.0-35.0)'],[30.0], Adolfo made a tower with 35 blocks. He added some more blocks and now he has 65 blocks. How many did he have to  add?,Subtraction,adolfo made a tower with blocks he added some more blocks and now he has blocks how many did he have to add,Subtraction
394,1239,"[10, 48]",['X=(16.0-7.0)'],[9.0], Josh had 16 marbles in his collection. He lost 7 marbles. How many marbles does he have now?,Subtraction,josh had marbles in his collection he lost marbles how many marbles does he have now,Subtraction
395,1240,"[79, 11]",['X=(25.0-19.0)'],[6.0], Megan has 19 seashells. How many more seashells does she need to find to have 25 seashells in her collection?,Subtraction,megan has seashells how many more seashells does she need to find to have seashells in her collection,Subtraction
396,1241,"[10, 23]",['X=(17.0-8.0)'],[9.0], Brad has 17 balloons. 8 balloons are red and the rest are green. How many green balloons does Brad have?,Subtraction,brad has balloons balloons are red and the rest are green how many green balloons does brad have,Subtraction
397,1242,"[11, 44]",['X=(38.0+10.0)'],[48.0], There are 38 books on the shelf. Marta put 10 more books on the shelf. How many books are on the shelf now?,Addition,there are books on the shelf marta put more books on the shelf how many books are on the shelf now,Addition
398,1243,"[11, 36]",['X=(6.0*8.0)'],[48.0], A bee has 6 legs. How many legs do 8 bees have?,Multiplication,a bee has legs how many legs do bees have,Multiplication
399,1244,"[40, 65]",['X=(99.0*2.0)'],[198.0], Mrs. Hilt bought an ice cream cone for 99 cents. How much would 2 ice cream cones cost?,Multiplication,mrs hilt bought an ice cream cone for cents how much would ice cream cones cost,Multiplication
400,1245,"[63, 105]",['X=(125.0-64.0)'],[61.0], Mrs. Hilt wants to make a border around her garden. She needs 125 rocks to complete the border. She has 64 rocks. How many more rocks  does she need to complete the border?,Subtraction,mrs hilt wants to make a border around her garden she needs rocks to complete the border she has rocks how many more rocks does she need to complete the border,Subtraction
401,1246,"[45, 71]",['X=(78.0-32.0)'],[46.0], Mrs. Hilt and her sister drove to a concert 78 miles away. They drove 32 miles and then stopped for gas. Her sister put 28 gallons of gas in the  car. How many miles did they have left to drive?,Subtraction,mrs hilt and her sister drove to a concert miles away they drove miles and then stopped for gas her sister put gallons of gas in the car how many miles did they have left to drive,Subtraction
402,1247,"[18, 48]",['X=(6.0*50.0)'],[300.0], Mrs. Hilt bought 6 hot dogs. Each hot dog cost 50 cents. How much money did she pay for all of the hot dogs?,Multiplication,mrs hilt bought hot dogs each hot dog cost cents how much money did she pay for all of the hot dogs,Multiplication
403,1248,"[15, 40]",['X=(50.0/5.0)'],[10.0], Mrs. Hilt has 50 cents. A pencil costs 5 cents. How many pencils can she buy with the money she has?,Division,mrs hilt has cents a pencil costs cents how many pencils can she buy with the money she has,Division
404,1249,"[18, 32]",['X=(3.0*8.0)'],[24.0], Mrs. Hilt bought 3 pizzas for $8 each. What was the total amount she paid for the three pizzas?,Multiplication,mrs hilt bought pizzas for each what was the total amount she paid for the three pizzas,Multiplication
405,1250,"[18, 37]",['X=(3.0*7.0)'],[21.0], The Hawks scored 3 touchdowns worth 7 points each. How many points do they have?,Multiplication,the hawks scored touchdowns worth points each how many points do they have,Multiplication
406,1251,"[13, 56]",['X=(42.0-21.0)'],[21.0], Zach scored 42 points in the football game. Ben scored 21 points. How many more points did Zach score?,Subtraction,zach scored points in the football game ben scored points how many more points did zach score,Subtraction
407,1252,"[32, 10]",['X=(388.0-223.0)'],[165.0], Kate has 223 pennies. John has 388 pennies. How many more pennies does John have?,Subtraction,kate has pennies john has pennies how many more pennies does john have,Subtraction
408,1253,"[9, 27]",['X=(50.0-45.0)'],[5.0], Tim had 50 cents. He paid 45 cents for a candy bar. How much change will he get?,Subtraction,tim had cents he paid cents for a candy bar how much change will he get,Subtraction
409,1254,"[10, 49]",['X=(13.0+12.0)'],[25.0]," Mark has 13 trees in his backyard. If he plants 12 more, how many trees will he have?",Addition,mark has trees in his backyard if he plants more how many trees will he have,Addition
410,1255,"[9, 50]",['X=(4.0*5.0)'],[20.0], Kim has 4 cousins. She wants to give each cousin 5 pieces of gum. How much gum will she need?,Multiplication,kim has cousins she wants to give each cousin pieces of gum how much gum will she need,Division
411,1256,"[10, 43]",['X=(3.0-1.0)'],[2.0], Dan has $3.00. He bought a candy bar for $1.00. How much money is left?,Subtraction,dan has he bought a candy bar for how much money is left,Subtraction
412,1257,"[1, 40]",['X=(5.0*3.0)'],[15.0], 5 boats are in the lake. Each boat has 3 people. How many people are on boats in the lake?,Multiplication,boats are in the lake each boat has people how many people are on boats in the lake,Addition
413,1258,"[13, 50]",['X=(31.0+19.0)'],[50.0], Charlie has 31 more snowballs than Lucy. She has 19 snowballs. How many does Charlie have?,Addition,charlie has more snowballs than lucy she has snowballs how many does charlie have,Subtraction
414,1259,"[11, 30]",['X=(78.0-19.0)'],[59.0], Randy has 78 blocks. He uses 19 blocks to build a tower. How many blocks are left?,Subtraction,randy has blocks he uses blocks to build a tower how many blocks are left,Subtraction
415,1260,"[11, 32]",['X=(50.0-20.0)'],[30.0], Bryan has 50 skittles. Ben has 20 M&M’s. Who has more? How many more does he have?,Subtraction,bryan has skittles ben has mms who has more how many more does he have,Subtraction
416,1261,"[19, 93]",['X=(479.0-134.0)'],[345.0]," Paul got a box of 479 crayons for his birthday. At the end of the school  year, he only had 134 left. How many crayons had been lost or given  away?",Subtraction,paul got a box of crayons for his birthday at the end of the school year he only had left how many crayons had been lost or given away,Subtraction
417,1262,"[1, 35]",['X=(179.0+38.0)'],[217.0], 179 birds were sitting in a tree. 38 more birds flew up to the tree. How many birds were there altogether in the tree?,Addition,birds were sitting in a tree more birds flew up to the tree how many birds were there altogether in the tree,Addition
418,1263,"[19, 50]",['X=(1215.0+1112.0)'],[2327.0], Cindy’s mom baked 1215 cookies. Paul’s dad baked 1112 cookies. They both brought them to school for a party. How many cookies did  they have altogether?,Addition,cindys mom baked cookies pauls dad baked cookies they both brought them to school for a party how many cookies did they have altogether,Addition
419,1264,"[81, 1]",['X=(312.0-231.0)'],[81.0], 231 birds were sitting in a tree. Some more fly up to the tree. Then there were 312 birds in the tree. How many more fly up to the tree?,Subtraction,birds were sitting in a tree some more fly up to the tree then there were birds in the tree how many more fly up to the tree,Subtraction
420,1265,"[105, 1]",['X=(78.0-64.0)'],[14.0]," 64 children were riding on the bus. At the bus stop, some more children got on the bus. Then there were 78 children altogether on the bus. How  many children got on the bus at the bus stop?",Subtraction,children were riding on the bus at the bus stop some more children got on the bus then there were children altogether on the bus how many children got on the bus at the bus stop,Subtraction
421,1266,"[70, 11]",['X=(47.0-34.0)'],[13.0], Misha has 34 dollars. How many dollars does she have to earn to have 47 dollars to buy a dog?,Subtraction,misha has dollars how many dollars does she have to earn to have dollars to buy a dog,Subtraction
422,1267,"[75, 11]",['X=(53.0-37.0)'],[16.0], Elisa has 37 dollars. How many more dollars does she have to earn to have 53 dollars?,Subtraction,elisa has dollars how many more dollars does she have to earn to have dollars,Subtraction
423,1268,"[80, 11]",['X=(61.0-39.0)'],[22.0], James had 39 stickers. He got some more stickers for his birthday. Then he had 61 stickers. How many stickers did James get for his  birthday?,Subtraction,james had stickers he got some more stickers for his birthday then he had stickers how many stickers did james get for his birthday,Subtraction
424,1269,"[12, 24]",['X=(27.0+35.0)'],[62.0], There were 27 boys and 35 girls on the playground at recess. How many children were on the playground at recess?,Addition,there were boys and girls on the playground at recess how many children were on the playground at recess,Addition
425,1270,"[12, 25]",['X=(58.0+37.0)'],[95.0], There were 58 geese and 37 ducks in the marsh. How many birds were in the marsh?,Addition,there were geese and ducks in the marsh how many birds were in the marsh,Addition
426,1271,"[10, 51]",['X=(28.0+35.0)'],[63.0], Paul had 28 strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?,Addition,paul had strawberries in his basket he picked more strawberries how many strawberries did he have then,Addition
427,1272,"[10, 31]",['X=(73.0-55.0)'],[18.0], Gary had 73 dollars. He spent 55 dollars on a pet snake. How many dollars did Gary have left?,Subtraction,gary had dollars he spent dollars on a pet snake how many dollars did gary have left,Subtraction
428,1273,"[11, 47]",['X=(397.0*12.0)'],[4764.0], There are 397 butterflies. Each butterfly has 12 black dots and 17 yellow dots. How many black dots are there in all?,Multiplication,there are butterflies each butterfly has black dots and yellow dots how many black dots are there in all,Multiplication
429,1274,"[44, 68]",['X=(37.0*19.0)'],[703.0], How many cookies would you have if you had 37 bags of cookies with 19 cookies in each bag?,Multiplication,how many cookies would you have if you had bags of cookies with cookies in each bag,Multiplication
430,1275,"[16, 66]",['X=(136.0*18.0)'],[2448.0], How much would 136 pieces of bubble gum cost if each piece costs 18 cents?,Multiplication,how much would pieces of bubble gum cost if each piece costs cents,Division
431,1276,"[57, 70]",['X=(27.0*16.0)'],[432.0]," For the fifth grade play, the chairs have been put into 27 rows with 16 chairs in each row. How many chairs have been put out for the play?",Multiplication,for the fifth grade play the chairs have been put into rows with chairs in each row how many chairs have been put out for the play,Multiplication
432,1277,"[39, 68]",['X=(14.0*6.0)'],[84.0], The Ferris wheel in Paradise Park has 14 seats. Each seat can hold 6 people. How many people can ride the Ferris wheel at the same time?,Multiplication,the ferris wheel in paradise park has seats each seat can hold people how many people can ride the ferris wheel at the same time,Multiplication
433,1278,"[14, 26]",['X=(52.0*15.0)'],[780.0], A garden has 52 rows and 15 columns of bean plans. How many plants are there in all?,Multiplication,a garden has rows and columns of bean plans how many plants are there in all,Multiplication
434,1279,"[14, 39]",['X=(312.0*146.0)'],[45552.0], A sandbox is 312 centimeters long and 146 centimeters wide. How many square centimeters of ground does the sandbox cover?,Multiplication,a sandbox is centimeters long and centimeters wide how many square centimeters of ground does the sandbox cover,Multiplication
435,1280,"[14, 44]",['X=(45.0/9.0)'],[5.0], Sarah picked 45 apples. Her brother picked 9 apples. How many times as many apples did Sarah pick?,Division,sarah picked apples her brother picked apples how many times as many apples did sarah pick,Subtraction
436,1281,"[11, 44]",['X=(261.0*23.0)'],[6003.0], There are 261 fishbowls. Each fishbowl has 23 fish. How many fish are there?,Multiplication,there are fishbowls each fishbowl has fish how many fish are there,Multiplication
437,1282,"[12, 38]",['X=(21.0*8.0)'],[168.0], We ordered 21 pizzas. Each pizza has 8 slices. How many slices of pizza are there altogether?,Multiplication,we ordered pizzas each pizza has slices how many slices of pizza are there altogether,Multiplication
438,1283,"[53, 74]",['X=(303.0*28.0)'],[8484.0], Emily collected eggs from the hen and put them into 303 baskets. She put 28 eggs into each basket. How many eggs did Emily collect?,Multiplication,emily collected eggs from the hen and put them into baskets she put eggs into each basket how many eggs did emily collect,Multiplication
439,1284,"[12, 50]",['X=(150.0*15.0)'],[2250.0], There were 150 book shelves. Each book shelf had 15 books. How many books were on the shelves?,Multiplication,there were book shelves each book shelf had books how many books were on the shelves,Multiplication
440,1285,"[11, 32]",['X=(84.0*139.0)'],[11676.0], There are 84 leaves. There are 139 ladybugs on each leaf. How many ladybugs are there in all?,Multiplication,there are leaves there are ladybugs on each leaf how many ladybugs are there in all,Multiplication
441,1286,"[11, 33]",['X=(37.0*17.0)'],[629.0], There are 37 baskets. There are 17 apples in each basket. How many apples are there in all?,Multiplication,there are baskets there are apples in each basket how many apples are there in all,Multiplication
442,1287,"[11, 34]",['X=(544.0*32.0)'],[17408.0], There are 544 pots. Each pot has 32 flowers in it. How many flowers are there in all?,Multiplication,there are pots each pot has flowers in it how many flowers are there in all,Multiplication
443,1288,"[45, 70]",['X=(5.0*4.0)'],[20.0], Your class is having a pizza party. You buy 5 pizzas. Each pizza has 4 slices. How many slices is that altogether?,Multiplication,your class is having a pizza party you buy pizzas each pizza has slices how many slices is that altogether,Multiplication
444,1289,"[10, 44]",['X=(4.0*10.0)'],[40.0], Beth has 4 packs of crayons. Each pack has 10 crayons in it. She also has 6 extra crayons. How many crayons does Beth have altogether?,Multiplication,beth has packs of crayons each pack has crayons in it she also has extra crayons how many crayons does beth have altogether,Multiplication
445,1290,"[9, 50]",['X=(15.0/5.0)'],[3.0], Ted has 15 candy bars. He wants to put them into 5 bags so there are the same number of candy bars in each bag. How many candy bars  should go in each bag?,Division,ted has candy bars he wants to put them into bags so there are the same number of candy bars in each bag how many candy bars should go in each bag,Division
446,1291,"[19, 55]",['X=(6.0*500.0)'],[3000.0], A candy store has 6 boxes of chocolates. Each box has 500 pieces. How many pieces are there altogether in the boxes?,Multiplication,a candy store has boxes of chocolates each box has pieces how many pieces are there altogether in the boxes,Multiplication
447,1292,"[15, 39]",['X=(18.0/3.0)'],[6.0], Martha bought 18 small cakes. She has 3 children. She would like to divide the cakes among her children so that each child gets the same  amount. How many cakes would each child get?,Division,martha bought small cakes she has children she would like to divide the cakes among her children so that each child gets the same amount how many cakes would each child get,Division
448,1293,"[47, 93]",['X=(143.0/11.0)'],[13.0]," Julian is writing a comic book. His story has 143 frames in all. If he wants to put exactly 11 frames on each page, how many pages would  he have?",Division,julian is writing a comic book his story has frames in all if he wants to put exactly frames on each page how many pages would he have,Division
449,1294,"[17, 34]",['X=(12.0*8.0)'],[96.0], Jesse’s room is 12 feet long and 8 feet wide. How much carpet does she need to cover the whole floor?,Multiplication,jesses room is feet long and feet wide how much carpet does she need to cover the whole floor,Multiplication
450,1295,"[73, 11]",['X=(150.0/5.0)'],[30.0]," There are 5 people on the Green Bay High track team. If a relay race is 150 meters long, how far will each  team member have to run?",Division,there are people on the green bay high track team if a relay race is meters long how far will each team member have to run,Division
451,1296,"[85, 10]",['X=(60.0/4.0)'],[15.0], It takes 4 feet of cotton to make a tee-shirt. How many tee-shirts can be made with 60 feet of material?,Division,it takes feet of cotton to make a teeshirt how many teeshirts can be made with feet of material,Division
452,1297,"[16, 84]",['X=(12.0*5.0)'],[60.0], Lukas averages 12 points per game in basketball. How many points would he score in 5 games?,Multiplication,lukas averages points per game in basketball how many points would he score in games,Multiplication
453,1298,"[13, 64]",['X=(20.0*5.0)'],[100.0], My car gets 20 miles per gallon. How many miles can I drive on 5 gallons of gas?,Multiplication,my car gets miles per gallon how many miles can i drive on gallons of gas,Multiplication
454,1299,"[10, 78]",['X=(7.0*4.0)'],[28.0], It takes 7 minutes to bake one pan of cookies. How long will it take to bake 4 pans of cookies?,Multiplication,it takes minutes to bake one pan of cookies how long will it take to bake pans of cookies,Division
455,1300,"[63, 13]",['X=(100.0/20.0)'],[5.0]," My car gets 20 miles per gallon of gas. If Grandma’s house is 100 miles away, how many gallons of gas would it take to get to her house?",Division,my car gets miles per gallon of gas if grandmas house is miles away how many gallons of gas would it take to get to her house,Division
456,1301,"[16, 74]",['X=(120.0*10.0)'],[1200.0], Melissa scored 120 points in each game. How many points did she score in 10 games?,Multiplication,melissa scored points in each game how many points did she score in games,Multiplication
457,1302,"[107, 45]",['X=(10.0/3.0)'],[3.33333], Johnny practiced for the track team and ran 3 laps per minute. How many minutes did it take Johnny to run 10 laps?,Division,johnny practiced for the track team and ran laps per minute how many minutes did it take johnny to run laps,Division
458,1303,"[22, 49]",['X=(100.0*4.0)'],[400.0]," Our watermelons have 100 seeds each. If we have 4 watermelons, how many seeds should there be when all seeds are taken out of the  watermelons?",Multiplication,our watermelons have seeds each if we have watermelons how many seeds should there be when all seeds are taken out of the watermelons,Multiplication
459,1304,"[11, 40]",['X=(9.0*15.0)'],[135.0], Robin has 9 packages of gum. There are 15 pieces in each package. How many pieces of gum does Robin have?,Multiplication,robin has packages of gum there are pieces in each package how many pieces of gum does robin have,Multiplication
460,1305,"[1, 43]",['X=(63.0/3.0)'],[21.0], 63 people are going to the zoo. There are 3 cars to take people to the zoo. How many will go in each car if the same number go in each car?,Division,people are going to the zoo there are cars to take people to the zoo how many will go in each car if the same number go in each car,Division
461,1306,"[8, 53]",['X=(80.0/4.0)'],[20.0]," I have 80 cents to buy candy. If each gumdrop costs 4 cents, how many gumdrops can I buy?",Division,i have cents to buy candy if each gumdrop costs cents how many gumdrops can i buy,Division
462,1307,"[11, 45]",['X=(3.0*4.0)'],[12.0], Maggi had 3 packages of cupcakes. There are 4 cupcakes in each package. She ate 5 cupcakes. How many are left?,Multiplication,maggi had packages of cupcakes there are cupcakes in each package she ate cupcakes how many are left,Multiplication
463,1308,"[1, 51]",['X=(58.0/2.0)'],[29.0], 58 children are taking a bus to the zoo. They sit 2 children in every seat. How many seats will the children need in all?,Division,children are taking a bus to the zoo they sit children in every seat how many seats will the children need in all,Division
464,1309,"[12, 74]",['X=(12.0/3.0)'],[4.0], Marlee has 12 guests coming to her Halloween party. Each table will hold 3 guests. How many tables will she need?,Division,marlee has guests coming to her halloween party each table will hold guests how many tables will she need,Division
465,1310,"[12, 65]",['X=(252.0/4.0)'],[63.0], Warren has 252 guests coming to his party. Each table will hold 4 guests. How many tables will he need?,Division,warren has guests coming to his party each table will hold guests how many tables will he need,Division
466,1311,"[81, 14]",['X=(83.0-35.0)'],[48.0], Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have 83 muffins?,Subtraction,arthur baked muffins how many more muffins does arthur have to bake to have muffins,Subtraction
467,1313,"[11, 46]",['X=(10.0*22.0)'],[220.0]," There are 10 stickers on a page. If you have 22 pages of stickers, how many stickers do you have?",Multiplication,there are stickers on a page if you have pages of stickers how many stickers do you have,Multiplication
468,1314,"[11, 27]",['X=(96.0/8.0)'],[12.0], There are 96 cupcakes for 8 children to share. How much will each person get if they share the cupcakes equally?,Division,there are cupcakes for children to share how much will each person get if they share the cupcakes equally,Division
469,1316,"[10, 32]",['X=(85.0+48.0)'],[133.0], Jose has 85 peanuts. Kenya has 48 more than Jose. How many peanuts does Kenya have?,Addition,jose has peanuts kenya has more than jose how many peanuts does kenya have,Addition
470,1318,"[48, 63]",['X=(6.0*71.0)'],[426.0]," White t-shirts can be purchased in packages of 6. If Mom buys 71 packages, how many white t-shirts will she have?",Multiplication,white tshirts can be purchased in packages of if mom buys packages how many white tshirts will she have,Multiplication
471,1319,"[8, 30]",['X=(648.0/4.0)'],[162.0]," I have 648 pencils. If I put 4 pencils in each pencil box, how many pencil boxes will I fill?",Division,i have pencils if i put pencils in each pencil box how many pencil boxes will i fill,Division
472,1320,"[19, 77]",['X=(143.0/11.0)'],[13.0]," Uncle Dave bought 143 ice cream sandwiches. If he wants to give them to his 11 hungry nieces, how many can each niece get?",Division,uncle dave bought ice cream sandwiches if he wants to give them to his hungry nieces how many can each niece get,Division
473,1321,"[11, 40]",['X=(217.0+109.0)'],[326.0], Megan had 217 markers. Robert gave her 109 more markers. How many markers does Megan have altogether?,Addition,megan had markers robert gave her more markers how many markers does megan have altogether,Addition
474,1322,"[18, 38]",['X=(126.0-81.0)'],[45.0], A DVD book holds 126 DVDs. There are 81 DVDs already in the book. How many more DVDs can be put in the book?,Subtraction,a dvd book holds dvds there are dvds already in the book how many more dvds can be put in the book,Division
475,1323,"[61, 36]",['X=(2778.0-489.0)'],[2289.0], Carla has some marbles. She bought 489 marbles. Now she has 2778 marbles all together. How many did she start with?,Subtraction,carla has some marbles she bought marbles now she has marbles all together how many did she start with,Subtraction
476,1324,"[11, 89]",['X=(121.0-22.0)'],[99.0], Kelly has 121 Nintendo games. How many does she need to give away so that she will have 22 games left?,Subtraction,kelly has nintendo games how many does she need to give away so that she will have games left,Subtraction
477,1325,"[35, 60]",['X=(183.0+593.0)'],[776.0], Connie had some marbles. She gave 183 to Juan. Now she has 593 marbles left. How many did she have to start with?,Addition,connie had some marbles she gave to juan now she has marbles left how many did she have to start with,Addition
478,1326,"[12, 33]",['X=(2315.0+1028.0)'],[3343.0], Connie has 2315 red markers and 1028 blue markers. How many markers does she have altogether?,Addition,connie has red markers and blue markers how many markers does she have altogether,Addition
479,1327,"[11, 22]",['X=(344.0-136.0)'],[208.0], Iesha has 344 books. 136 are about school and the rest are about sports. How many books about sports does Iesha have?,Subtraction,iesha has books are about school and the rest are about sports how many books about sports does iesha have,Subtraction
480,1329,"[10, 31]",['X=(223.0-95.0)'],[128.0], Sean has 223 whistles. He has 95 more whistles that Charles. How many whistles does Charles have?,Subtraction,sean has whistles he has more whistles that charles how many whistles does charles have,Subtraction
481,1331,"[11, 41]",['X=(27.0*18.0)'],[486.0], Robin has 27 packages of gum. There are 18 pieces in each package. How many pieces of gum does Robin have?,Multiplication,robin has packages of gum there are pieces in each package how many pieces of gum does robin have,Multiplication
482,1332,"[11, 47]",['X=(5.0-4.28)'],[0.72], Adam has $5.00 to buy an airplane that costs $4.28. How much change will he get?,Subtraction,adam has to buy an airplane that costs how much change will he get,Subtraction
483,1333,"[21, 55]",['X=(1.54*3.0)'],[4.62]," If each ball costs $1.54, how much must Kyoko pay for 3 balls?",Multiplication,if each ball costs how much must kyoko pay for balls,Multiplication
484,1334,"[19, 52]",['X=(48.0/4.0)'],[12.0], Mr. Guzman bought 48 doughnuts packed equally into 4 boxes. How many doughnuts were in each box?,Division,mr guzman bought doughnuts packed equally into boxes how many doughnuts were in each box,Division
485,1335,"[26, 69]",['X=(5.0*250.0)'],[1250.0], The Sumata family took a 5-day vacation by car. Each day they drove 250 miles. How many total miles did they drive?,Multiplication,the sumata family took a day vacation by car each day they drove miles how many total miles did they drive,Multiplication
486,1336,"[25, 44]",['X=(5256.0+2987.0)'],[8243.0], The town of Milburg has 5256 grown-ups and 2987 children. How many people live in Milburg?,Addition,the town of milburg has grownups and children how many people live in milburg,Addition
487,1337,"[25, 13]",['X=(4.8/4.0)'],[1.2], Lisa rented 4 DVDs for $4.80. How much did each DVD cost to rent?,Division,lisa rented dvds for how much did each dvd cost to rent,Division
488,1338,"[12, 46]",['X=(3409.0-145.0)'],[3264.0]," There were 3409 pieces of candy in a jar. If 145 pieces were red and the rest were blue, how many were blue?",Subtraction,there were pieces of candy in a jar if pieces were red and the rest were blue how many were blue,Subtraction
489,1339,"[43, 66]",['X=(8.0*45.0)'],[360.0], Third-grade students went to a concert in 8 buses. Each bus took 45 students. How many students went to the concert?,Multiplication,thirdgrade students went to a concert in buses each bus took students how many students went to the concert,Multiplication
490,1340,"[11, 31]",['X=(124.0*3.0)'],[372.0], There are 124 students making 3 stars each for the school wall. How many stars will they make all together?,Multiplication,there are students making stars each for the school wall how many stars will they make all together,Multiplication
