,Type,Clean,label
650,Addition,rachel has apple trees she picked apples from each of her trees now the trees have a total apples still on them how many apples were there on all trees initially,2
708,Addition,rachel has apple trees she picked apples from of her trees now the tree has apples still on it how many apples did the tree have to begin with,2
880,Subtraction,rachel picked apples from her tree if the tree had apples initially how many apples are still there on the tree,1
742,Addition,rachel picked apples from her tree thereafter new apples grew on the tree now the tree has apples still on it how many apples did the tree have to begin with,2
237,Addition,rachel picked ripe apples from her tree now the tree has apples still on it if of those are ripe and the rest are unripe how many ripe apples did the tree have to begin with,2
364,Subtraction,rachel picked ripe apples from her tree now the tree has apples still on it if of those are ripe and the rest are unripe how many unripe apples does the tree have now,1
782,Addition,rachel picked ripe apples from her tree now the tree has ripe apples and unripe apples how many apples did the tree have to begin with,2
987,Addition,rachel picked ripe apples from her tree now the tree has ripe apples and unripe apples how many ripe apples did the tree have to begin with,2
54,Subtraction,rachel removes bottle caps from a jar there were originally bottle caps in the jar how many bottle caps are left in the jar,1
268,Division,rachel strolled to nicholass house it is miles from rachels house to nicholass house it took rachel hours to get there how fast did rachel go,3
600,Subtraction,rachels tree had apples initially she picked some apples and now there are apples left on the tree how many apples did rachel pick,1
679,Addition,rachels tree had apples she picked apples from her tree thereafter new apples grew on the tree how many apples are there on the tree now,2
19,Addition,ralph collects cards ralphs father gives ralph more how many cards does ralph have,2
101,Subtraction,ralph starts with peanuts he loses how many peanuts does ralph end with,1
262,Subtraction,randy has blocks he uses blocks to build a house and blocks to build a tower how many more blocks did he use to build the house than he did to build the tower,1
85,Subtraction,randy has blocks he uses blocks to build a house and blocks to build a tower how many more blocks did he use to build the tower than he did to build the house,1
559,Subtraction,randy has blocks he uses blocks to build a tower and blocks to build a house how many blocks are left,1
689,Addition,randy has blocks he uses blocks to build a tower and blocks to build a house how many blocks did he use to build the tower and the house altogether,2
943,Subtraction,randy has blocks he uses blocks to build a tower and blocks to build a house how many more blocks did he use to build the house than he did to build the tower,1
374,Subtraction,randy has blocks he uses blocks to build a tower and blocks to build a house how many more blocks did he use to build the tower than he did to build the house,1
414,Subtraction,randy has blocks he uses blocks to build a tower how many blocks are left,1
713,Subtraction,randy has blocks he uses some blocks to build a tower if there are blocks left how many blocks did he use to build the tower,1
242,Addition,randy has some blocks he uses blocks to build a tower if there are blocks left how many blocks did he have at the start,2
899,Subtraction,randy uses blocks to build a tower if he had blocks how many blocks are left,1
696,Multiplication,rebecca wants to split a collection of eggs into groups of if each group has eggs how many eggs does rebecca have,0
224,Division,rebecca wants to split a collection of eggs into groups of rebecca has bananas eggs and marbles how many groups will be created,3
766,Subtraction,rebecca wants to split a collection of eggs into groups of rebecca has eggs and marbles how many more eggs does rebecca have than marbles,1
279,Division,rebecca wants to split a collection of eggs into groups of rebecca has eggs bananas and marbles how many groups will be created,3
472,Division,rebecca wants to split a collection of eggs into groups of rebecca has marbles and eggs how many groups will be created,3
978,Subtraction,rebecca wants to split a collection of eggs into groups of rebecca has marbles and eggs how many more eggs does rebecca have than marbles,1
637,Division,rebecca wants to split a collection of eggs into groups rebecca has eggs and marbles how many eggs will each group have,3
67,Division,rebecca wants to split a collection of eggs into groups rebecca has marbles and eggs how many eggs will each group have,3
876,Division,rebecca wants to split a collection of marbles into groups of rebecca has eggs and marbles how many groups will be created,3
408,Subtraction,red peaches and green peaches are in the basket how many more green peaches than red peaches are in the basket,1
829,Subtraction,red peaches and green peaches are in the basket how many more red peaches than green peaches are in the basket,1
980,Subtraction,red peaches and some more green peaches are in the basket if there are a total of peaches in the basket how many green peaches are in the basket,1
349,Addition,red peaches and some more green peaches are in the basket if there are more green peaches than red peaches in the basket how many green peaches are in the basket,2
56,Addition,red peaches yellow peaches and green peaches are in the basket how many green and yellow peaches are in the basket,2
891,Subtraction,red peaches yellow peaches and green peaches are in the basket how many more green peaches than red peaches are in the basket,1
444,Subtraction,red peaches yellow peaches and green peaches are in the basket how many more green peaches than yellow peaches are in the basket,1
400,Subtraction,red peaches yellow peaches and green peaches are in the basket how many more red peaches than yellow peaches are in the basket,1
142,Addition,red peaches yellow peaches and green peaches are in the basket how many peaches are in the basket,2
373,Addition,red peaches yellow peaches and green peaches are in the basket how many red and green peaches are in the basket,2
806,Addition,red peaches yellow peaches and green peaches are in the basket how many red and yellow peaches are in the basket,2
908,Addition,robin cut off inches of his hair if his hair is now inches long how long was his hair before he cut,2
861,Subtraction,robin cut off inches of his hair if his hair was inches long initially how long is his hair now,1
364,Subtraction,robin had pieces of gum her brother gave her some more pieces now robin has pieces in all how many pieces of gum did robins brother give her,1
896,Division,robin has packages of gum and packages of candy there are pieces in each package how many pieces does robin have,3
488,Multiplication,robin has packages of gum and packages of candy there are pieces in each package how many pieces of candies does robin have,0
910,Multiplication,robin has packages of gum and packages of candy there are pieces in each package how many pieces of gum does robin have,0
459,Multiplication,robin has packages of gum there are pieces in each package how many pieces of gum does robin have,0
481,Multiplication,robin has packages of gum there are pieces in each package how many pieces of gum does robin have,0
265,Addition,robin has packages of gum there are pieces in each package robin has extra pieces of gum how many pieces of gum does robin have,2
592,Division,robin has some packages of gum there are pieces in each package and a total of pieces of gum how many packages does robin have,3
550,Division,robin has some packages of gum there are pieces in each package robin has extra pieces of gum in all the number of pieces of gums robin has is how many packages does robin have,3
674,Addition,robins hair was inches long he cut off inches then it again grew by inches how long is his hair now,2
683,Subtraction,robins hair was inches long he cut off some inches of her hair if his hair is now inches long how much of his hair did he cut,1
391,Addition,robins hair was inches long if he grew more inches how long is his hair now,2
625,Addition,robins hair was inches long it grew by inches then he cut off inches how long is his hair now,2
315,Addition,roden went to a pet shop he bought gold fish and blue fish how many fish did he buy,2
99,Subtraction,roger has blocks are eaten by a hippopotamus how many blocks will roger have,1
65,Subtraction,roger has candies he gives to stephanie how many candies will roger have,1
217,Addition,ronald has blocks martha has with blocks martha finds another how many blocks does martha end with,2
139,Multiplication,ronald went to the store times last month he buys bananas each time he goes to the store how many bananas did ronald buy last month,0
392,Subtraction,rosa had flowers andre gave her some more flowers now rosa has flowers how many flowers did andre give to rosa,1
240,Subtraction,rose has apples and erasers if she shares the apples among friends how many apples does each friend get,1
79,Subtraction,ruby has apples emily takes away how many apples will ruby have,1
243,Division,ruby has candies and bananas if she shares the candies among friends how many candies does each friend get,3
504,Addition,rupert and ronald aced their math test so their mother bought for them a wonderful trampoline yesterday ronald jumped times on the trampoline rupert jumped more times than ronald how many times did they jump altogether,2
96,Subtraction,ruth starts with apples she shares with peter how many apples does ruth end with,1
242,Division,ryan has marbles and blocks if he shares the marbles among friends how many marbles does each friend get,3
747,Multiplication,ryan learns english and chinese for days every day he spends hours on learning english and hours on learning chinese how many hours does he spend on learning english and chinese in all,0
328,Addition,sandy had pet fish she bought more fish how many pet fish does sandy have now,2
112,Subtraction,sara has marbles she loses how many marbles will sara have,1
378,Addition,sarah had some trucks she gave to jeff and now she has trucks left how many trucks did sarah have to start with,2
117,Addition,sarah has bottle caps she buys more how many bottle caps does sarah have in all,2
132,Multiplication,sarah has boxes of apples each box holds apples how many apples does sarah have,0
435,Division,sarah picked apples her brother picked apples how many times as many apples did sarah pick,3
182,Division,sarah sold boxes of lemon chalet cremes how many cases of boxes plus extra boxes does sarah need,3
244,Division,scott has oranges that must be put away in boxes terry comes to help and brings cookies to share with scott if there are boxes how many oranges must go in each box,3
214,Addition,scott has tickets ernest has with tickets ernest finds another how many tickets does ernest end with,2
202,Addition,sean has apples susan gives sean more later sean buys tickets at the store how many apples does sean have in all,2
104,Subtraction,sean has blocks are eaten by a hippopotamus how many blocks will sean have,1
480,Subtraction,sean has whistles he has more whistles that charles how many whistles does charles have,1
388,Subtraction,sean has whistles he has more whistles that charles how many whistles does charles have,1
249,Addition,shawn has blocks mildred has with blocks mildred finds another how many blocks does mildred end with,2
310,Addition,shelbys teacher gives out gold stars for great math work yesterday shelby earned gold stars today she earned more how many gold stars did shelby earn in all,2
192,Division,shirley sold boxes of dosidos how many cases of boxes plus extra boxes does shirley need to deliver,3
510,Division,shirley sold boxes of trefoils how many boxes are in each case if she needs to deliver cases of boxes,3
211,Multiplication,shirley sold cases of boxes of trefoils how many boxes of trefoils does she need to deliver if each case has boxes,0
34,Addition,shirley starts with eggs she buys more how many eggs does shirley end with,2
612,Subtraction,some campers went rowing in the morning while campers went rowing in the afternoon if a total of campers went rowing that day how many campers went rowing in the morning,1
786,Subtraction,some children were riding on the bus at the bus stop more children got on the bus then there were children altogether on the bus how many children were riding on the bus before the bus stop,1
131,Multiplication,stephanie went to the store times last month she buys oranges each time she goes to the store how many oranges did stephanie buy last month,0
81,Subtraction,steve has oranges he shares with patrick how many oranges will steve have,1
537,Subtraction,steven has peaches jake has fewer peaches than steven and more peaches than jill how many peaches does jake have,1
163,Subtraction,steven has peaches jake has fewer peaches than steven and more peaches than jill how many peaches does jill have,1
176,Subtraction,steven has peaches jake has fewer peaches than steven who has more peaches than jill how many peaches does jake have,1
870,Subtraction,steven has peaches jake has fewer peaches than steven who has more peaches than jill how many peaches does jill have,1
175,Division,steven wants to split a collection of cards into groups of steven has cards how many groups will be created,3
425,Subtraction,storks and birds were sitting on the fence more birds came to join them how many more birds than storks are sitting on the fence,1
933,Subtraction,storks and birds were sitting on the fence more birds came to join them how many more storks than birds are sitting on the fence,1
902,Subtraction,stray cats loved eating goldfish in the pond leaving goldfish paige had raised goldfish in the pond initially how many goldfish disappeared,1
533,Division,students are going to the zoo they have to be divided into groups so that each teacher has one group there are teachers how many students will be in each group,3
491,Multiplication,students were sitting at each table in the lunchroom there are tables how many students were sitting in the lunchroom,0
521,Multiplication,sues family went on vacation her mom drove the car at mph they camped at a campground after traveling for hours how far was the campground from their home,0
519,Division,sues mother made cookies she put the cookies in bags with cookies in each bag how many bags could she fill up,3
680,Addition,summer is almost here and most animals are migrating back to cooler countries there are bird families living near a mountain if new bird families joined them how many bird families live near the mountain now,2
513,Multiplication,tammy drove miles in one hour at that rate how far can she drive in hours,0
445,Division,ted has candy bars he wants to put them into bags so there are the same number of candy bars in each bag how many candy bars should go in each bag,3
25,Addition,teresa starts with bananas she gets more from rachel how many bananas does teresa end with,2
331,Addition,tessa has apples anita gave her more she needs apples to make a pie does she have enough to make a pie,2
867,Division,the bananas in philips collection are organized into groups if there are a total of bananas in philips banana collection how big is each group,3
22,Division,the bananas in philips collection are organized into groups of size if there are a total of bananas in philips banana collection how many groups are there,3
643,Subtraction,the cave is feet deep and they are already at feet if they are travelling at speed of how much farther until they reach the end of the cave,1
329,Addition,the clown blew up balloons then he blew up more balloons how many balloons does the clown have now,2
493,Subtraction,the farmer had apples he gave apples to his neighbor how many apples does he have now,1
432,Multiplication,the ferris wheel in paradise park has seats each seat can hold people how many people can ride the ferris wheel at the same time,0
673,Multiplication,the ferris wheel in paradise park has seats each seat can hold people if seats are broken how many people can ride the ferris wheel at the same time,0
486,Subtraction,the ferris wheel in paradise park has seats each seat can hold people if there are people on the wheel right now how many more people can join the wheel,1
791,Division,the ferris wheel in paradise park has seats if people can ride the wheel at the same time how many people can each seat hold,3
246,Multiplication,the ferris wheel in paradise park has small seats and large seats each small seat can hold people and large seat can hold people how many people can ride the ferris wheel on large seats,0
198,Multiplication,the ferris wheel in paradise park has small seats and large seats each small seat can hold people and large seat can hold people how many people can ride the ferris wheel on small seats,0
940,Division,the ferris wheel in paradise park has some seats each seat can hold people if people can ride the wheel at the same time how many seats does the ferris wheel have,3
702,Subtraction,the grasshopper and the frog had a jumping contest the frog jumped inches and the grasshopper jumped inches how much farther did the frog jump than the grasshopper,1
310,Addition,the grasshopper and the frog had a jumping contest the grasshopper jumped inches and the frog jumped inches how much did they jump altogether,2
868,Subtraction,the grasshopper and the frog had a jumping contest the grasshopper jumped inches and the frog jumped inches how much farther did the frog jump than the grasshopper,1
479,Subtraction,the grasshopper and the frog had a jumping contest the grasshopper jumped inches the grasshopper jumped inches farther than the frog how much did they jump altogether,1
999,Subtraction,the grasshopper and the frog had a jumping contest the grasshopper jumped inches the grasshopper jumped inches farther than the grasshopper how far did the frog jump,1
909,Addition,the grasshopper the frog and the mouse had a jumping contest the grasshopper jumped inches the frog jumped inches farther than the grasshopper and the mouse jumped inches farther than the frog how far did the frog jump,2
299,Addition,the grasshopper the frog and the mouse had a jumping contest the grasshopper jumped inches the frog jumped inches farther than the grasshopper and the mouse jumped inches farther than the frog how far did the mouse jump,2
97,Addition,the grasshopper the frog and the mouse had a jumping contest the grasshopper jumped inches the frog jumped inches farther than the grasshopper and the mouse jumped inches farther than the frog how much farther did the mouse jump than the grasshopper,2
950,Addition,the grasshopper the frog and the mouse had a jumping contest the grasshopper jumped inches the frog jumped inches farther than the grasshopper and the mouse jumped inches lesser than the frog how far did the frog jump,2
594,Subtraction,the grasshopper the frog and the mouse had a jumping contest the grasshopper jumped inches the frog jumped inches farther than the grasshopper and the mouse jumped inches lesser than the frog how far did the mouse jump,1
781,Subtraction,the grasshopper the frog and the mouse had a jumping contest the grasshopper jumped inches the frog jumped inches farther than the grasshopper and the mouse jumped inches lesser than the frog how much farther did the mouse jump than the grasshopper,1
676,Subtraction,the grasshopper the frog and the mouse had a jumping contest the grasshopper jumped inches the grasshopper jumped inches farther than the frog and the mouse jumped inches lesser than the frog how far did the frog jump,1
958,Subtraction,the grasshopper the frog and the mouse had a jumping contest the grasshopper jumped inches the grasshopper jumped inches farther than the frog and the mouse jumped inches lesser than the frog how far did the mouse jump,1
927,Addition,the grasshopper the frog and the mouse had a jumping contest the grasshopper jumped inches the grasshopper jumped inches farther than the frog and the mouse jumped inches lesser than the frog how much farther did the grasshopper jump than the mouse,2
44,Subtraction,the grasshopper the frog and the mouse had a jumping contest the grasshopper jumped inches the mouse jumped inches lesser than the frog who jumped inches farther than the grasshopper how far did the mouse jump,1
157,Subtraction,the grasshopper the frog and the mouse had a jumping contest the grasshopper jumped inches the mouse jumped inches lesser than the frog who jumped inches farther than the grasshopper how much farther did the mouse jump than the grasshopper,1
405,Multiplication,the hawks scored touchdowns worth points each how many points do they have,0
311,Addition,the litter patrol picked up glass bottles and aluminum cans on saturday how many pieces of litter did they pick up altogether,2
375,Multiplication,the razorback shop makes dollars off each jersey and off each tshirt during the arkansas and texas tech game they sold tshirts and jerseys how much money did they make from selling the jerseys,0
79,Multiplication,the razorback shop makes dollars off each jersey and off each tshirt during the arkansas and texas tech game they sold tshirts and jerseys how much money did they make from selling the tshirts,0
602,Subtraction,the razorback shop makes dollars off each jersey and off each tshirt during the arkansas and texas tech game they sold tshirts and jerseys how much more does a jersey cost than a tshirt,1
664,Subtraction,the razorback shop makes dollars off each jersey and off each tshirt during the arkansas and texas tech game they sold tshirts and jerseys how much more does a tshirt cost than a jersey,1
480,Multiplication,the razorback shop makes dollars off each tshirt and off each jersey during the arkansas and texas tech game they sold tshirts and jerseys how much money did they make from selling the jerseys,0
850,Multiplication,the razorback shop makes dollars off each tshirt and off each jersey during the arkansas and texas tech game they sold tshirts and jerseys how much money did they make from selling the tshirts,0
691,Subtraction,the razorback shop makes dollars off each tshirt and off each jersey during the arkansas and texas tech game they sold tshirts and jerseys how much more does a jersey cost than a tshirt,1
346,Subtraction,the razorback shop makes dollars off each tshirt and off each jersey during the arkansas and texas tech game they sold tshirts and jerseys how much more does a tshirt cost than a jersey,1
87,Division,the razorback tshirt shop made dollars from selling tshirt during the arkansas and texas tech game they what is the cost of each tshirt,3
261,Division,the razorback tshirt shop makes dollars off each tshirt sold during the arkansas and texas tech game they made by selling tshirts how many tshirts did they sell,3
260,Subtraction,the razorback tshirt shop makes dollars off each tshirt sold during the arkansas game and the texas tech game they sold a total of tshirts if they sold tshirts during the arkansas game how many tshirts did they sell during the texas tech game,1
686,Multiplication,the razorback tshirt shop makes dollars off each tshirt sold during the arkansas game and the texas tech game they sold a total of tshirts if they sold tshirts during the arkansas game how much money did they make from selling the tshirts,0
177,Multiplication,the razorback tshirt shop makes dollars off each tshirt sold during the arkansas game and the texas tech game they sold a total of tshirts if they sold tshirts during the arkansas game how much money did they make from selling the tshirts during the arkansas game,0
221,Multiplication,the razorback tshirt shop makes dollars off each tshirt sold during the arkansas game and the texas tech game they sold a total of tshirts if they sold tshirts during the arkansas game how much money did they make from selling the tshirts during the texas tech game,0
661,Multiplication,the razorback tshirt shop sells each tshirt for dollars during the arkansas and texas tech game they increased the prices by per tshirt and sold tshirts how much money did they make from selling the tshirts,0
424,Multiplication,the razorback tshirt shop sells each tshirt for dollars during the arkansas and texas tech game they offered a discount of per tshirt and sold tshirts how much money did they make from selling the tshirts,0
466,Addition,the ring toss game at the carnival made dollars in the first days and dollars in the remaining days how much did they make in all,2
384,Division,the ring toss game at the carnival made dollars in the first days and dollars in the remaining days how much did they make per day in the first days at the carnival,3
273,Division,the ring toss game at the carnival made dollars in the first days and dollars in the remaining days how much did they make per day in the remaining days at the carnival,3
759,Multiplication,the ring toss game at the carnival made dollars per day they were at the carnival for days how much money did they make,0
938,Division,the ring toss game at the carnival made the same amount of money each day in total in days they earned dollars how much did they make per day,3
402,Division,the ring toss game at the carnival made the same amount of money each day in total in days they earned dollars together with game they earned dollars how much did ring toss game make per day,3
642,Multiplication,the school has grades and each grade has students how many students were there in total,0
573,Multiplication,the school is planning a field trip the school has classrooms school buses are fully filled with seats on each school bus how many students are in the school,0
652,Division,the school is planning a field trip the school has classrooms there are school buses and a total of students in the school if all buses are full how many seats are in each bus,3
281,Division,the school is planning a field trip the school has classrooms there are seats on each school bus if there are a total of students in the school how many buses are needed to take the trip,3
685,Multiplication,the school is planning a field trip the school has classrooms there are students in each classroom in the school if there are seats on each school bus how many buses are needed to take the trip,0
688,Division,the school is planning a field trip the school has classrooms there are students in the school and school buses if all buses are full how many seats are in each bus,3
918,Division,the school is planning a field trip the school has classrooms there are students in the school and seats on each school bus if students do nt want to go for the trip how many buses are needed to take the trip,3
530,Subtraction,the school is planning a field trip the school has classrooms there are students in the school and seats on each school bus if students do nt want to go for the trip how many students are going on the trip,1
159,Division,the school is planning a field trip the school has classrooms there are students in the school with each classroom having the same number of students if there are seats on each school bus how many buses are needed to take the trip,3
842,Division,the school is planning a field trip the school has classrooms there are students in the school with each classroom having the same number of students there are seats on each school bus how many students are in each class,3
168,Division,the school is planning a field trip there are students and seats on each school bus how many buses are needed to take the trip,3
145,Division,the school is planning a field trip there are students and seats on each school bus how many buses are needed to take the trip,3
164,Division,the school is planning a field trip there are students and seats on each school bus how many buses are needed to take the trip,3
143,Division,the school is planning a field trip there are students and seats on each school bus how many buses are needed to take the trip,3
173,Division,the school is planning a field trip there are students and seats on each school bus how many buses are needed to take the trip,3
485,Multiplication,the sumata family took a day vacation by car each day they drove miles how many total miles did they drive,0
486,Addition,the town of milburg has grownups and children how many people live in milburg,2
149,Subtraction,there are a total of peaches in a basket if there are red peaches and some more green peaches in the basket how many green peaches are in the basket,1
225,Subtraction,there are apples in a box louise has apples in a bag scott takes apples out of the box how many apples are left in the box,1
201,Addition,there are apples in a pile on the desk each apple comes in a package of apples are added to the pile how many apples are there in the pile,2
207,Addition,there are apples in a pile on the desk each apple comes in a package of apples are added to the pile how many apples are there in the pile,2
765,Division,there are bananas and oranges in philips collection if the bananas are organized into groups and oranges are organized into groups how big is each group of bananas,3
38,Division,there are bananas and oranges in philips collection if the bananas are organized into groups and oranges are organized into groups how big is each group of oranges,3
203,Addition,there are bananas in a pile on the desk each banana comes in a package of bananas are added to the pile how many bananas are there in the pile,2
211,Addition,there are bananas in a pile on the desk each banana comes in a package of bananas are added to the pile how many bananas are there in the pile,2
166,Division,there are bananas in dianes banana collection if the bananas are organized into groups how big is each group,3
165,Division,there are bananas in dianes banana collection if the bananas are organized into groups how big is each group,3
578,Division,there are bananas in philips banana collection if the bananas are organized into groups of size how many groups are there,3
249,Multiplication,there are baskets of peaches each basket has red peaches and green peaches how many green peaches are in the baskets altogether,0
529,Addition,there are baskets of peaches each basket has red peaches and green peaches how many peaches are in each basket,2
610,Multiplication,there are baskets of peaches each basket has red peaches and green peaches how many peaches are in the baskets altogether,0
105,Multiplication,there are baskets of peaches each basket has red peaches and green peaches how many red peaches are in the baskets altogether,0
964,Subtraction,there are baskets of peaches each basket has red peaches and some more green peaches if there are a total of peaches in all baskets how many green peaches are in each basket,1
441,Multiplication,there are baskets there are apples in each basket how many apples are there in all,0
296,Subtraction,there are birds and nests how many more birds are there than nests,1
323,Addition,there are birds on the fence more birds land on the fence how many birds are on the fence,2
21,Addition,there are blocks blocks more are added how many are there total,2
538,Division,there are books in a library they are arranged on shelves that hold books each how many shelves are in the library,3
397,Addition,there are books on the shelf marta put more books on the shelf how many books are on the shelf now,2
75,Subtraction,there are bottle caps in a box marvin takes bottle caps how many are left,1
148,Division,there are bottle caps in beverlys bottle cap collection if the bottle caps are organized into groups how big is each group,3
134,Multiplication,there are bottle caps in each box how many bottle caps are in boxes,0
379,Subtraction,there are boys and some girls on the playground there are children altogether how many girls are on the playground,1
428,Multiplication,there are butterflies each butterfly has black dots and yellow dots how many black dots are there in all,0
229,Subtraction,there are candies in a box lisa has candies in a bag diana takes candies out of the box how many candies are left in the box,1
204,Addition,there are candies in a pile on the desk each candy comes in a package of candies are added to the pile how many candies are there in the pile,2
162,Division,there are candies in kathys candy collection if the candies are organized into groups how big is each group,3
4,Addition,there are cards cards more are added how many are there total,2
8,Addition,there are cards cards more are added how many are there total,2
157,Division,there are cards in jeans card collection if the cards are organized into groups how big is each group,3
141,Multiplication,there are crayons in each box how many crayons are in boxes,0
468,Division,there are cupcakes for children to share how much will each person get if they share the cupcakes equally,3
833,Subtraction,there are different books and different movies in the crazy silly school series if you read of the books and watched of the movies how many more books do you still have to read,1
564,Subtraction,there are different books and different movies in the crazy silly school series if you read of the books and watched of the movies how many more books than movies are there in the crazy silly school series,1
133,Subtraction,there are different books and different movies in the crazy silly school series if you read of the books and watched of the movies how many more books than movies have you read,1
825,Subtraction,there are different books and different movies in the crazy silly school series if you read of the books and watched of the movies how many more movies do you still have to watch,1
432,Subtraction,there are different books and different movies in the crazy silly school series if you read of the books and watched of the movies how many more movies than books are there in the crazy silly school series,1
796,Subtraction,there are different books and different movies in the crazy silly school series if you read of the books and watched of the movies how many more movies than books have you read,1
306,Subtraction,there are different books and different movies in the crazy silly school series if you read of the movies and watched of the books how many more books than movies have you read,1
39,Subtraction,there are different books and different movies in the crazy silly school series if you read of the movies and watched of the books how many more movies than books have you read,1
99,Subtraction,there are different books in the crazy silly school series if you are yet to read of the books how many books have you already read,1
222,Subtraction,there are different movies and different books in the crazy silly school series if you read of the books and watched of the movies how many more books do you still have to read,1
942,Subtraction,there are different movies and different books in the crazy silly school series if you read of the books and watched of the movies how many more books than movies are there in the crazy silly school series,1
344,Subtraction,there are different movies and different books in the crazy silly school series if you read of the books and watched of the movies how many more movies do you still have to watch,1
897,Subtraction,there are different movies and different books in the crazy silly school series if you read of the books and watched of the movies how many more movies than books are there in the crazy silly school series,1
60,Subtraction,there are eggs in a box harry takes eggs how many are left,1
118,Multiplication,there are eggs in each box how many eggs are in boxes,0
228,Subtraction,there are erasers in a box ernest has erasers in a bag mark takes erasers out of the box how many erasers are left in the box,1
227,Subtraction,there are erasers in a box jane has erasers in a bag doris takes erasers out of the box how many erasers are left in the box,1
436,Multiplication,there are fishbowls each fishbowl has fish how many fish are there,0
297,Subtraction,there are flowers and bees how many fewer bees are there than flowers,1
247,Multiplication,there are houses in a block if a mailman has to give pieces of junk mail to each house in each block how many pieces of junk mail should he give each block,0
319,Division,there are houses on a block if a mailman has to give pieces of junk mail to each block how many pieces of junk mail should he give in each house,3
440,Multiplication,there are leaves there are ladybugs on each leaf how many ladybugs are there in all,0
924,Addition,there are many different books in the crazy silly school series if you have read of the books and are yet to read books how many books are there in the crazy silly school series,2
125,Multiplication,there are marbles in each box how many marbles are in boxes,0
137,Multiplication,there are marbles in each box how many marbles are in boxes,0
5,Addition,there are marbles marbles more are added how many are there total,2
776,Division,there are oranges and bananas in philips collection if the bananas are organized into groups and oranges are organized into groups how big is each group of bananas,3
777,Division,there are oranges and bananas in philips collection if the bananas are organized into groups and oranges are organized into groups how big is each group of oranges,3
224,Subtraction,there are oranges in a box deborah has oranges in a bag susan takes oranges out of the box how many oranges are left in the box,1
66,Subtraction,there are oranges in a box jonathan takes oranges how many are left,1
68,Subtraction,there are oranges in a box paula takes oranges how many are left,1
6,Addition,there are oranges oranges more are added how many are there total,2
475,Division,there are peaches distributed equally in some baskets if each basket has red peaches and green peaches how many baskets of peaches are there,3
63,Subtraction,there are pencils in a box eric takes pencils how many are left,1
450,Division,there are people on the green bay high track team if a relay race is meters long how far will each team member have to run,3
391,Subtraction,there are pigs in the barn some more come to join them now there are pigs how many pigs came to join them,1
482,Multiplication,there are pots each pot has flowers and sticks in it how many flowers and sticks are there in all,0
107,Multiplication,there are pots each pot has flowers and sticks in it how many flowers are there in all,0
442,Multiplication,there are pots each pot has flowers in it how many flowers are there in all,0
151,Multiplication,there are pots in each of the gardens each pot has flowers in it how many flowers are there in all,0
471,Division,there are skittles in stevens skittles collection steven also has erasers and scales if the skittles are organized into groups how big is each group,3
422,Division,there are skittles in stevens skittles collection steven also has erasers if the erasers are organized into groups how big is each group,3
970,Division,there are skittles in stevens skittles collection steven also has erasers if the skittles and erasers are organized into groups how big is each group,3
278,Multiplication,there are some bananas in philips banana collection if the bananas are organized into groups of size how many bananas does he have in his collection,0
32,Division,there are some baskets of peaches each basket has red peaches and green peaches if there are a total of peaches in all baskets how many baskets of peaches are there,3
301,Subtraction,there are squirrels in a tree with nuts how many more squirrels are there than nuts,1
467,Multiplication,there are stickers on a page if you have pages of stickers how many stickers do you have,0
732,Division,there are students in a school if the school has students in each grades and each grade has the same number of students how many grades are there in total,3
152,Division,there are students in the class and apples if the apples are divided equally among the students how many does each student get,3
155,Division,there are students in the class and eggs if the eggs are divided equally among the students how many does each student get,3
146,Division,there are students in the class and pencils if the pencils are divided equally among the students how many does each student get,3
147,Division,there are students in the class and tickets if the tickets are divided equally among the students how many does each student get,3
150,Division,there are students in the class and tickets if the tickets are divided equally among the students how many does each student get,3
490,Multiplication,there are students making stars each for the school wall how many stars will they make all together,0
439,Multiplication,there were book shelves each book shelf had books how many books were on the shelves,0
424,Addition,there were boys and girls on the playground at recess how many children were on the playground at recess,2
361,Addition,there were boys and girls on the playground at recess how many children were on the playground in all,2
780,Subtraction,there were dollars in olivias wallet after she visited a supermarket and a showroom there were dollars left if she spent dollars at the showroom how much did she spend at the supermarket,1
311,Subtraction,there were dollars in olivias wallet she collected more dollars from an atm after she visited a supermarket there were dollars left how much did she spend,1
5,Subtraction,there were dollars in olivias wallet she collected more dollars from an atm after she visited a supermarket there were dollars left how much more money did she collect at the atm than she spent at the supermarket,1
883,Subtraction,there were dollars in olivias wallet she collected more dollars from an atm after she visited a supermarket there were dollars left how much more money did she spend at the supermarket than she collected at the atm,1
33,Subtraction,there were dollars in olivias wallet she spent dollars at a supermarket how much money does she have left,1
425,Addition,there were geese and ducks in the marsh how many birds were in the marsh,2
362,Addition,there were geese and ducks in the marsh how many birds were there in all,2
360,Addition,there were girls and boys on the playground at recess how many children were there in all,2
367,Addition,there were kids on the soccer field kids decided to join in now how many kids are on the soccer field,2
297,Subtraction,there were parents in the program and people in total how many pupils were present in the program,1
955,Subtraction,there were parents in the program and pupils too how many more pupils were present compared to parents in the program,1
321,Addition,there were parents in the program and pupils too how many people were present in the program,2
605,Addition,there were parents in the program and pupils too the program could seat people how many people were present in the program,2
520,Addition,there were parents pupils and teachers in the program how many people were present in the program,2
743,Subtraction,there were people on the bus at the next stop more people got on the bus and people got off how many people are there on the bus now,1
834,Addition,there were people on the bus at the next stop more people got on the bus each bus can not have more than people how many people are there on the bus now,2
488,Subtraction,there were pieces of candy in a jar if pieces were red and the rest were blue how many were blue,1
